,minimum,maximum,median,mean,std,25% quantile,40% quantile,50% quantile,60% quantile,75% quantile
180,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
181,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
182,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
183,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
184,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
185,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
186,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
187,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
188,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
189,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
190,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
191,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
192,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
193,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
194,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
195,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
196,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
197,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
198,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
199,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
200,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
201,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
202,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
203,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
204,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
205,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
206,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
207,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
208,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
209,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
210,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
211,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
212,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
213,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
214,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
215,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
216,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
217,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
218,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
219,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
220,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
221,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
222,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
223,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
224,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
225,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
226,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
227,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
228,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
229,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
230,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
231,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
232,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
233,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
234,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
235,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
236,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
237,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
238,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
239,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
240,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
241,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
242,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
243,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
244,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
245,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
246,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
247,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
248,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
249,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
250,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
251,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
252,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
